Unnamed: 0,restarts,conflicts,decisions,propagations,CPU time,Result,cnf_id,sample_id,file,final GPU time,refinement CPU time,refinement GPU time,GPU time,time,file_key,solved,method,batch
5,2.0,1760444.0,2021707.0,102526173.0,59.978,INDETERMINATE,5,0,data/eval_batches/3sat/400/batch1/3sat_148.cnf,0.0062129497528076,0.077239,1.0400722026824951,1.0462851524353027,61.1015241524353,3sat_148.cnf,False,online_consistent_boundary400,1
6,1.0,97366.0,112279.0,5819460.0,3.17024,SATISFIABLE,6,0,data/eval_batches/3sat/400/batch1/3sat_149.cnf,0.0062129497528076,0.089759,1.0400722026824951,1.0462851524353027,4.306284152435303,3sat_149.cnf,True,online_consistent_boundary400,1
7,2.0,1750354.0,1988864.0,99120719.0,59.9828,INDETERMINATE,7,0,data/eval_batches/3sat/400/batch1/3sat_15.cnf,0.0062129497528076,0.084716,1.0400722026824951,1.0462851524353027,61.1138011524353,3sat_15.cnf,False,online_consistent_boundary400,1
8,1.0,16970.0,19929.0,1057698.0,0.312269,SATISFIABLE,8,0,data/eval_batches/3sat/400/batch1/3sat_150.cnf,0.0062129497528076,0.056078,1.0400722026824951,1.0462851524353027,1.4146321524353027,3sat_150.cnf,True,online_consistent_boundary400,1
9,2.0,1737832.0,1975186.0,99859211.0,59.985,INDETERMINATE,9,0,data/eval_batches/3sat/400/batch1/3sat_151.cnf,0.0062129497528076,0.077113,1.0400722026824951,1.0462851524353027,61.1083981524353,3sat_151.cnf,False,online_consistent_boundary400,1
10,2.0,1755513.0,2018162.0,98019243.0,59.9917,INDETERMINATE,10,0,data/eval_batches/3sat/400/batch1/3sat_152.cnf,0.0062129497528076,0.082578,1.0400722026824951,1.0462851524353027,61.1205631524353,3sat_152.cnf,False,online_consistent_boundary400,1
11,2.0,1659862.0,1888099.0,92725761.0,59.9944,INDETERMINATE,11,0,data/eval_batches/3sat/400/batch1/3sat_153.cnf,0.0062129497528076,0.0784209999999999,1.0400722026824951,1.0462851524353027,61.1191061524353,3sat_153.cnf,False,online_consistent_boundary400,1
12,1.0,9781.0,11606.0,611335.0,0.171536,SATISFIABLE,12,0,data/eval_batches/3sat/400/batch1/3sat_154.cnf,0.0062129497528076,0.073517,1.0400722026824951,1.0462851524353027,1.2913381524353027,3sat_154.cnf,True,online_consistent_boundary400,1
13,2.0,1778515.0,2025463.0,98830976.0,59.9833,INDETERMINATE,13,0,data/eval_batches/3sat/400/batch1/3sat_155.cnf,0.0062129497528076,0.086328,1.0400722026824951,1.0462851524353027,61.1159131524353,3sat_155.cnf,False,online_consistent_boundary400,1
14,2.0,1704438.0,1945567.0,96351638.0,59.9987,INDETERMINATE,14,0,data/eval_batches/3sat/400/batch1/3sat_156.cnf,0.0062129497528076,0.079603,1.0400722026824951,1.0462851524353027,61.1245881524353,3sat_156.cnf,False,online_consistent_boundary400,1
15,2.0,873297.0,1013956.0,52333641.0,27.4938,SATISFIABLE,15,0,data/eval_batches/3sat/400/batch1/3sat_157.cnf,0.0062129497528076,0.069658,1.0400722026824951,1.0462851524353027,28.609743152435303,3sat_157.cnf,True,online_consistent_boundary400,1
16,2.0,1721758.0,1947778.0,95466505.0,59.9901,INDETERMINATE,16,0,data/eval_batches/3sat/400/batch1/3sat_158.cnf,0.0062129497528076,0.074588,1.0400722026824951,1.0462851524353027,61.1109731524353,3sat_158.cnf,False,online_consistent_boundary400,1
17,2.0,1746523.0,2001828.0,100111984.0,59.983,INDETERMINATE,17,0,data/eval_batches/3sat/400/batch1/3sat_159.cnf,0.0062129497528076,0.07923,1.0400722026824951,1.0462851524353027,61.1085151524353,3sat_159.cnf,False,online_consistent_boundary400,1
18,2.0,1851958.0,2102380.0,106290605.0,59.9677,INDETERMINATE,18,0,data/eval_batches/3sat/400/batch1/3sat_16.cnf,0.0062129497528076,0.068962,1.0400722026824951,1.0462851524353027,61.0829471524353,3sat_16.cnf,False,online_consistent_boundary400,1
19,2.0,1751548.0,2001037.0,97292183.0,59.9897,INDETERMINATE,19,0,data/eval_batches/3sat/400/batch1/3sat_160.cnf,0.0062129497528076,0.088862,1.0400722026824951,1.0462851524353027,61.1248471524353,3sat_160.cnf,False,online_consistent_boundary400,1
20,2.0,1821026.0,2073278.0,104799353.0,59.9849,INDETERMINATE,20,0,data/eval_batches/3sat/400/batch1/3sat_161.cnf,0.0051088333129882,0.087707,1.060521364212036,1.0656301975250244,61.13823719752503,3sat_161.cnf,False,online_consistent_boundary400,1
21,2.0,1638941.0,1850880.0,91800408.0,59.9853,INDETERMINATE,21,0,data/eval_batches/3sat/400/batch1/3sat_162.cnf,0.0051088333129882,0.082037,1.060521364212036,1.0656301975250244,61.13296719752503,3sat_162.cnf,False,online_consistent_boundary400,1
22,2.0,915021.0,1050086.0,53803425.0,27.9432,SATISFIABLE,22,0,data/eval_batches/3sat/400/batch1/3sat_163.cnf,0.0051088333129882,0.07259,1.060521364212036,1.0656301975250244,29.081420197525027,3sat_163.cnf,True,online_consistent_boundary400,1
23,2.0,1759661.0,2018685.0,102025787.0,59.9948,INDETERMINATE,23,0,data/eval_batches/3sat/400/batch1/3sat_164.cnf,0.0051088333129882,0.073846,1.060521364212036,1.0656301975250244,61.13427619752503,3sat_164.cnf,False,online_consistent_boundary400,1
24,1.0,1169.0,1491.0,77588.0,0.020006,SATISFIABLE,24,0,data/eval_batches/3sat/400/batch1/3sat_165.cnf,0.0051088333129882,0.073747,1.060521364212036,1.0656301975250244,1.1593831975250244,3sat_165.cnf,True,online_consistent_boundary400,1
25,2.0,1828529.0,2087701.0,102739646.0,59.9899,INDETERMINATE,25,0,data/eval_batches/3sat/400/batch1/3sat_166.cnf,0.0051088333129882,0.058954,1.060521364212036,1.0656301975250244,61.11448419752502,3sat_166.cnf,False,online_consistent_boundary400,1
26,2.0,399529.0,460797.0,23951550.0,10.3635,SATISFIABLE,26,0,data/eval_batches/3sat/400/batch1/3sat_167.cnf,0.0051088333129882,0.0677929999999999,1.060521364212036,1.0656301975250244,11.496923197525025,3sat_167.cnf,True,online_consistent_boundary400,1
27,2.0,1690938.0,1912914.0,96133807.0,59.9784,INDETERMINATE,27,0,data/eval_batches/3sat/400/batch1/3sat_168.cnf,0.0051088333129882,0.07007,1.060521364212036,1.0656301975250244,61.11410019752503,3sat_168.cnf,False,online_consistent_boundary400,1
28,2.0,1736924.0,1994188.0,99620711.0,59.9808,INDETERMINATE,28,0,data/eval_batches/3sat/400/batch1/3sat_169.cnf,0.0051088333129882,0.069776,1.060521364212036,1.0656301975250244,61.116206197525024,3sat_169.cnf,False,online_consistent_boundary400,1
29,2.0,1605782.0,1839369.0,89744667.0,59.9935,INDETERMINATE,29,0,data/eval_batches/3sat/400/batch1/3sat_17.cnf,0.0051088333129882,0.07785,1.060521364212036,1.0656301975250244,61.13698019752502,3sat_17.cnf,False,online_consistent_boundary400,1
30,2.0,1677217.0,1914465.0,93175497.0,59.9697,INDETERMINATE,30,0,data/eval_batches/3sat/400/batch1/3sat_170.cnf,0.0051088333129882,0.06705,1.060521364212036,1.0656301975250244,61.10238019752503,3sat_170.cnf,False,online_consistent_boundary400,1
31,2.0,1654871.0,1882589.0,93619755.0,59.9507,INDETERMINATE,31,0,data/eval_batches/3sat/400/batch1/3sat_171.cnf,0.0051088333129882,0.067307,1.060521364212036,1.0656301975250244,61.08363719752502,3sat_171.cnf,False,online_consistent_boundary400,1
32,2.0,1675175.0,1930931.0,97171384.0,59.9759,INDETERMINATE,32,0,data/eval_batches/3sat/400/batch1/3sat_172.cnf,0.0051088333129882,0.0714009999999999,1.060521364212036,1.0656301975250244,61.11293119752503,3sat_172.cnf,False,online_consistent_boundary400,1
33,2.0,1690823.0,1935246.0,96699581.0,59.9682,INDETERMINATE,33,0,data/eval_batches/3sat/400/batch1/3sat_173.cnf,0.0051088333129882,0.069087,1.060521364212036,1.0656301975250244,61.10291719752503,3sat_173.cnf,False,online_consistent_boundary400,1
34,2.0,1702542.0,1928257.0,95182302.0,59.9929,INDETERMINATE,34,0,data/eval_batches/3sat/400/batch1/3sat_174.cnf,0.0051088333129882,0.08058,1.060521364212036,1.0656301975250244,61.13911019752502,3sat_174.cnf,False,online_consistent_boundary400,1
35,2.0,1752841.0,1999301.0,97267894.0,59.9846,INDETERMINATE,35,0,data/eval_batches/3sat/400/batch1/3sat_175.cnf,0.0051088333129882,0.0726439999999999,1.060521364212036,1.0656301975250244,61.12287419752502,3sat_175.cnf,False,online_consistent_boundary400,1
36,1.0,44850.0,52377.0,2659490.0,1.20046,SATISFIABLE,36,0,data/eval_batches/3sat/400/batch1/3sat_176.cnf,0.0051088333129882,0.073479,1.060521364212036,1.0656301975250244,2.339569197525025,3sat_176.cnf,True,online_consistent_boundary400,1
37,2.0,1711864.0,1937200.0,98256446.0,59.9992,INDETERMINATE,37,0,data/eval_batches/3sat/400/batch1/3sat_177.cnf,0.0051088333129882,0.079627,1.060521364212036,1.0656301975250244,61.14445719752503,3sat_177.cnf,False,online_consistent_boundary400,1
38,2.0,1809589.0,2092441.0,104678591.0,59.9804,INDETERMINATE,38,0,data/eval_batches/3sat/400/batch1/3sat_178.cnf,0.0051088333129882,0.071535,1.060521364212036,1.0656301975250244,61.11756519752503,3sat_178.cnf,False,online_consistent_boundary400,1
39,2.0,1806443.0,2052981.0,103610397.0,59.9982,INDETERMINATE,39,0,data/eval_batches/3sat/400/batch1/3sat_179.cnf,0.0051088333129882,0.074664,1.060521364212036,1.0656301975250244,61.13849419752502,3sat_179.cnf,False,online_consistent_boundary400,1
40,2.0,1699537.0,1941180.0,97173579.0,59.9942,INDETERMINATE,40,0,data/eval_batches/3sat/400/batch1/3sat_18.cnf,0.004150390625,0.079618,0.2953827381134033,0.2995331287384033,60.373351128738406,3sat_18.cnf,False,online_consistent_boundary400,1
41,2.0,479866.0,551097.0,28918715.0,13.3388,SATISFIABLE,41,0,data/eval_batches/3sat/400/batch1/3sat_180.cnf,0.004150390625,0.0744259999999999,0.2953827381134033,0.2995331287384033,13.712759128738403,3sat_180.cnf,True,online_consistent_boundary400,1
42,1.0,52050.0,59791.0,3130772.0,1.51708,SATISFIABLE,42,0,data/eval_batches/3sat/400/batch1/3sat_181.cnf,0.004150390625,0.069727,0.2953827381134033,0.2995331287384033,1.8863401287384036,3sat_181.cnf,True,online_consistent_boundary400,1
43,2.0,1722937.0,1971879.0,93907503.0,59.9878,INDETERMINATE,43,0,data/eval_batches/3sat/400/batch1/3sat_182.cnf,0.004150390625,0.063881,0.2953827381134033,0.2995331287384033,60.351214128738405,3sat_182.cnf,False,online_consistent_boundary400,1
44,2.0,1782196.0,2034138.0,99725601.0,59.9903,INDETERMINATE,44,0,data/eval_batches/3sat/400/batch1/3sat_183.cnf,0.004150390625,0.070403,0.2953827381134033,0.2995331287384033,60.3602361287384,3sat_183.cnf,False,online_consistent_boundary400,1
45,2.0,1780348.0,2029332.0,101862996.0,59.9621,INDETERMINATE,45,0,data/eval_batches/3sat/400/batch1/3sat_184.cnf,0.004150390625,0.078489,0.2953827381134033,0.2995331287384033,60.3401221287384,3sat_184.cnf,False,online_consistent_boundary400,1
46,2.0,1842352.0,2082763.0,103128149.0,59.9945,INDETERMINATE,46,0,data/eval_batches/3sat/400/batch1/3sat_185.cnf,0.004150390625,0.07123,0.2953827381134033,0.2995331287384033,60.365263128738405,3sat_185.cnf,False,online_consistent_boundary400,1
47,2.0,1616195.0,1844323.0,88087343.0,59.9842,INDETERMINATE,47,0,data/eval_batches/3sat/400/batch1/3sat_186.cnf,0.004150390625,0.065686,0.2953827381134033,0.2995331287384033,60.3494191287384,3sat_186.cnf,False,online_consistent_boundary400,1
48,2.0,1641242.0,1888028.0,92195057.0,59.9839,INDETERMINATE,48,0,data/eval_batches/3sat/400/batch1/3sat_187.cnf,0.004150390625,0.0767849999999999,0.2953827381134033,0.2995331287384033,60.3602181287384,3sat_187.cnf,False,online_consistent_boundary400,1
49,2.0,892642.0,1020150.0,51846480.0,25.2786,SATISFIABLE,49,0,data/eval_batches/3sat/400/batch1/3sat_188.cnf,0.004150390625,0.051812,0.2953827381134033,0.2995331287384033,25.62994512873841,3sat_188.cnf,True,online_consistent_boundary400,1
0,2.0,486885.0,560599.0,28846336.0,13.786,SATISFIABLE,0,0,data/eval_batches/3sat/400/batch2/3sat_189.cnf,0.0048904418945312,0.072782,0.834864616394043,0.8397550582885742,14.698537058288574,3sat_189.cnf,True,online_consistent_boundary400,2
